Created By ID,Created Date,Date,Deleted,Last Modified By ID,Last Modified Date,Last Referenced Date,Last Viewed Date,Line Description,Line Item ID,Opportunity ID,Name (Product),Price Book Entry ID,Product Code,Product ID,System Modstamp,Discount,List Price,Quantity,Sales Price,Sort Order,Subtotal,Total Price
00531000007MUoEAAW,5/24/2018 14:23,,FALSE,00531000007MUoEAAW,5/24/2018 14:23,,,,00k5A00000cZ2zWQAS,0065A00000k25w5QAA,"TLS - Moody AFB (Darley Defense) MX908 S1- TLS RFQ #20180524303654 Vapor Module, MX908",01u5A00000tbG05QAE,820-00695,01t5A000006vvfxQAA,5/24/2018 14:23,,"$1,199.00 ",3,"$1,199.00 ",,"$3,597.00 ","$3,597.00 "
00531000007MUoEAAW,5/18/2018 18:33,,FALSE,00531000007MUoEAAW,5/18/2018 18:33,,,,00k5A00000cZ2LTQA0,0065A00000k1vqIQAQ,"820th BDG (ADS) MX908 TLS RFQ #20180524303654 Vapor Module, MX908",01u5A00000tbG05QAE,820-00695,01t5A000006vvfxQAA,5/18/2018 18:33,,"$1,199.00 ",3,"$1,199.00 ",,"$3,597.00 ","$3,597.00 "
00531000007MUoEAAW,10/29/2020 13:14,,FALSE,00531000007MUoEAAW,10/29/2020 13:14,,,,00k5A00000sKopKQAS,0065A00001cJAd5QAG,"USCG - MSRTW -  MX908 WSE1 (591, 605, 624) (CA) WSE1, MX908",01u3100000wybwTAAQ,900-00501,01ti00000069do8AAA,10/29/2020 13:14,,"$6,500.00 ",3,"$6,500.00 ",,"$19,500.00 ","$19,500.00 "
00531000007MUoEAAW,3/11/2020 17:27,,FALSE,00531000007MUoEAAW,9/23/2020 17:24,,,,00k5A00000ovOJCQA2,0065A00001ZPz0yQAD,"LVMPD MX908 W&S Renewal Quote_MX68, MX76, MX78 (NV) 2020 WSE1, MX908",01u3100000wybwTAAQ,900-00501,01ti00000069do8AAA,9/23/2020 17:24,,"$6,500.00 ",3,"$6,500.00 ",,"$19,500.00 ","$19,500.00 "
00531000007MUoEAAW,1/28/2021 15:15,,FALSE,00531000007MUoEAAW,6/28/2021 17:08,,,,00k5A00000sRmXqQAK,0065A00001dANC8QAO,"VDEM - MX908 WSE1 (s/n 88, 845 & 846) WSE1 (VA) WSE1, MX908",01u3100000wybwTAAQ,900-00501,01ti00000069do8AAA,6/28/2021 17:08,1,"$6,500.00 ",3,"$6,500.00 ",,"$19,500.00 ","$19,305.00 "
00531000007MUoEAAW,6/19/2020 20:07,,FALSE,00531000007MUoEAAW,6/19/2020 20:09,,,,00k5A00000pnukBQAQ,0065A00001awth7QAA,"NCSBI - MX908 Foam Tipped Applicators (NC) Foam-tipped Applicator Swabs, MX908",01u5A0000125ZV7QAM,820-00907,01t5A000007xznLQAQ,6/19/2020 20:09,5,$39.00 ,3,$39.00 ,,$117.00 ,$111.15 
00531000007MUoEAAW,12/5/2018 15:55,,FALSE,00531000007MUoEAAW,12/5/2018 15:56,,,,00k5A00000nFekUQAS,0065A00000nN0HdQAK,"AZ (Fisher) DPS MX908 Swabs (AZ) Trace Sampling Swabs, MX908 (100 count)",01u31000012MndZAAS,415-00042,01t31000007WT5yAAG,12/5/2018 15:56,5,$199.00 ,3,$199.00 ,,$597.00 ,$567.15 
00531000007MUoEAAW,3/16/2021 21:58,,FALSE,00531000007MUoEAAW,4/14/2021 20:33,,,,00k5A00000v1heeQAA,0065A00001dLYh3QAG,"LVMPD MX908 WSE1 (sn 68, 76, 78) (NV) 2021 WSE1, MX908",01u3100000wybwTAAQ,900-00501,01ti00000069do8AAA,4/14/2021 20:33,5,"$6,500.00 ",3,"$6,500.00 ",,"$19,500.00 ","$18,525.00 "
00531000007MUoEAAW,7/9/2019 17:37,,FALSE,00531000007MUoEAAW,7/9/2019 18:19,,,,00k5A00000o5YtqQAE,0065A00000nNG3EQAW,"LVMPD MX908 W&S Renewal Quote_MX0068, MX0076, MX0078 (NV) WSE1, MX908",01u3100000wybwTAAQ,900-00501,01ti00000069do8AAA,7/9/2019 18:19,5,"$6,500.00 ",3,"$6,500.00 ",,"$19,500.00 ","$18,525.00 "
00531000007MUoEAAW,4/10/2019 12:49,,FALSE,00531000007MUoEAAW,4/10/2019 12:49,,,,00k5A00000o4KwgQAE,0065A00001KQ7pUQAT,"DEA Atlanta (Fed Resources) MX908 Consumables (GA) Foam-tipped Applicator Swabs, MX908",01u5A0000125ZV7QAM,820-00907,01t5A000007xznLQAQ,4/10/2019 12:49,10,$39.00 ,3,$39.00 ,,$117.00 ,$105.30 
00531000007MUoEAAW,10/15/2018 12:45,,FALSE,00531000007MUoEAAW,10/15/2018 12:45,,,,00k5A00000nFNGCQA4,0065A00000nJsciQAC,"Moody AFB (Fed Resources) MX908 S1 (MD) Trace Sampling Swabs, MX908 (100 count)",01u31000012MndZAAS,415-00042,01t31000007WT5yAAG,10/15/2018 12:45,10,$199.00 ,3,$199.00 ,,$597.00 ,$537.30 
00531000007MUoEAAW,4/26/2019 17:28,,FALSE,00531000007MUoEAAW,4/26/2019 17:28,,,,00k5A00000o4XvZQAU,0065A00001OIQRyQAP,"Camp Foster (Federal Resources) MX908 Swabs (Japan) Trace Sampling Swabs, MX908 (100 count)",01u31000012MndZAAS,415-00042,01t31000007WT5yAAG,4/26/2019 17:28,10,$199.00 ,3,$199.00 ,,$597.00 ,$537.30 
00531000007MUoEAAW,5/24/2018 19:56,,FALSE,00531000007MUoEAAW,5/24/2018 19:57,,,,00k5A00000cZ38ZQAS,0065A00000k27M4QAI,"Moody AFB (Fed Resources) MX908 Parts_Consumables- #20180524303654 Trace Sampling Swabs, MX908 (100 count)",01u31000012MndZAAS,415-00042,01t31000007WT5yAAG,5/24/2018 19:57,10,$199.00 ,3,$199.00 ,,$597.00 ,$537.30 
00531000007MUoEAAW,4/10/2019 12:49,,FALSE,00531000007MUoEAAW,4/10/2019 12:49,,,,00k5A00000o4KwlQAE,0065A00001KQ7pUQAT,"DEA Atlanta (Fed Resources) MX908 Consumables (GA) Trace Sampling Swabs, MX908 (100 count)",01u31000012MndZAAS,415-00042,01t31000007WT5yAAG,4/10/2019 12:49,10,$199.00 ,3,$199.00 ,,$597.00 ,$537.30 
00531000007MUoEAAW,10/15/2018 12:46,,FALSE,00531000007MUoEAAW,10/15/2018 12:48,,,,00k5A00000nFNGHQA4,0065A00000nJsciQAC,"Moody AFB (Fed Resources) MX908 S1 (MD) Vapor Module, MX908",01u5A00000tbG05QAE,820-00695,01t5A000006vvfxQAA,10/15/2018 12:48,10,"$1,199.00 ",3,"$1,199.00 ",,"$3,597.00 ","$3,237.30 "
00531000007MUoEAAW,5/24/2018 19:57,,FALSE,00531000007MUoEAAW,5/24/2018 19:58,,,,00k5A00000cZ38jQAC,0065A00000k27M4QAI,"Moody AFB (Fed Resources) MX908 Parts_Consumables- #20180524303654 Vapor Module, MX908",01u5A00000tbG05QAE,820-00695,01t5A000006vvfxQAA,5/24/2018 19:58,10,"$1,199.00 ",3,"$1,199.00 ",,"$3,597.00 ","$3,237.30 "
00531000007MUoEAAW,5/19/2020 18:37,,FALSE,00531000007MUoEAAW,5/19/2020 20:11,,,,00k5A00000pnfVhQAI,0065A00001a6jDQQAY,"Sunnyvale DPS - MX908 SE3 (758) (CA) (dupe) SE1, MX908 DO NOT USE",01u5A000018DCfjQAG,900-00511,01t5A000007iAhPQAU,5/19/2020 20:11,10,"$3,950.00 ",3,"$3,950.00 ",,"$11,850.00 ","$10,665.00 "
00531000007MUoEAAW,6/18/2018 13:52,,FALSE,00531000007MUoEAAW,6/18/2018 13:56,,,,00k5A00000cZ60WQAS,0065A00000k31IFQAY,"AVALON GENERAL TRADING L.L.C-MX908 S2 (UAE) Trace Sampling Swabs, MX908 (100 count)",01u31000012MndYAAS,415-00042,01t31000007WT5yAAG,6/18/2018 13:56,18,$199.00 ,3,$199.00 ,,$597.00 ,$489.54 
00531000007MUoEAAW,7/5/2018 13:59,,FALSE,00531000007MUoEAAW,7/5/2018 13:59,,,,00k5A00000cZ8LbQAK,0065A00000k3czyQAA,"Federal Resources (ADS PO# 968677-RFQ #20180524303654) Parts Quote Trace Sampling Swabs, MX908 (100 count)",01u31000012MndZAAS,415-00042,01t31000007WT5yAAG,7/5/2018 13:59,20,$199.00 ,3,$199.00 ,,$597.00 ,$477.60 
00531000007MUoEAAW,3/16/2020 13:43,,FALSE,00531000007MUoEAAW,3/16/2020 13:44,,,,00k5A00000ovQngQAE,0065A00001ZVdqvQAD,Saudi Arabia Customs - Project 2 (Overtech) MX908 S1 (qty 3) MX908-C S1 ARB,01u5A000018DCfaQAG,MX908-01-0-2-21,01t5A000007iAhKQAU,3/16/2020 13:44,20,"$65,000.00 ",3,"$65,000.00 ",,"$195,000.00 ","$156,000.00 "
00531000007MUoEAAW,3/16/2020 14:00,,FALSE,00531000007MUoEAAW,3/16/2020 14:01,,,,00k5A00000ovQotQAE,0065A00001ZVe1oQAD,General Directorate Of Narcotics Control (Overtech) MX908 S1 (qty 3) MX908-C S1 ARB,01u5A000018DCfaQAG,MX908-01-0-2-21,01t5A000007iAhKQAU,3/16/2020 14:01,20,"$65,000.00 ",3,"$65,000.00 ",,"$195,000.00 ","$156,000.00 "
00531000007MUoEAAW,5/3/2019 15:57,,FALSE,00531000007MUoEAAW,5/3/2019 15:57,,,,00k5A00000o4foeQAA,0065A00001PtTaCQAV,"RI DEM - MX908 Consumables (RI) Trace Sampling Swabs, MX908 (100 count)",01u31000012MndZAAS,415-00042,01t31000007WT5yAAG,5/3/2019 15:57,50,$199.00 ,3,$199.00 ,,$597.00 ,$298.50 
00531000007MUoEAAW,8/2/2019 15:08,,FALSE,00531000007MUoEAAW,8/2/2019 15:08,,,,00k5A00000o65FWQAY,0065A00001Wx0hGQAR,"Chicago Recovery Alliance - MX908S1 Budgetary Quote_8-2019 (IL) Trace Sampling Swabs, MX908 (100 count)",01u31000012MndZAAS,415-00042,01t31000007WT5yAAG,8/2/2019 15:08,100,$199.00 ,3,$199.00 ,,$597.00 ,$0.00 
00531000007MUoEAAW,1/21/2021 16:09,,FALSE,00531000007MUoEAAW,1/21/2021 18:31,,,,00k5A00000sRe2sQAC,0065A00001d9hmIQAQ,"King County ME Office - MX908 Foam Tipped Applicators (WA) Foam-tipped Applicator Swabs, MX908",01u5A0000125ZV7QAM,820-00907,01t5A000007xznLQAQ,1/21/2021 18:31,,$39.00 ,4,$39.00 ,,$156.00 ,$156.00 
00531000007MUoEAAW,3/3/2020 21:19,,FALSE,00531000007MUoEAAW,3/3/2020 21:19,,,,00k5A00000ovK5kQAE,0065A00001ZOI1KQAX,"U.S. EPA Environmental Response Team (Leidos) - MX908 Accessories (NV) Foam-tipped Applicator Swabs, MX908",01u5A0000125ZV7QAM,820-00907,01t5A000007xznLQAQ,3/3/2020 21:19,,$39.00 ,4,$39.00 ,,$156.00 ,$156.00 
00531000007MUoEAAW,2/24/2021 16:14,,FALSE,00531000007MUoEAAW,2/24/2021 16:14,,,,00k5A00000v1TwgQAE,0065A00001dJ1wxQAC,"Broward County SO - MX908 Trace Sampling Swabs (FL) Trace Sampling Swabs, MX908 (100 count)",01u31000012MndZAAS,415-00042,01t31000007WT5yAAG,2/24/2021 16:14,,$199.00 ,4,$199.00 ,,$796.00 ,$796.00 
00531000007MUoEAAW,4/24/2020 20:51,,FALSE,00531000007MUoEAAW,5/26/2020 19:40,,,,00k5A00000ovcOpQAI,0065A00001ZwtNVQAZ,"LA Impact- MX908 Trace Sampling Swabs (4) (CA) Trace Sampling Swabs, MX908 (100 count)",01u31000012MndZAAS,415-00042,01t31000007WT5yAAG,5/26/2020 19:40,,$199.00 ,4,$199.00 ,,$796.00 ,$796.00 
00531000007MUoEAAW,4/19/2018 19:57,,FALSE,00531000007MUoEAAW,5/2/2018 13:16,,,,00k5A00000c6RTqQAM,0065A00000ibyztQAA,"Pentagon Force Protection (Allsafe) New MX908 and W&S renewal (MX40) Trace Sampling Swabs, MX908 (100 count)",01u31000012MndZAAS,415-00042,01t31000007WT5yAAG,5/2/2018 13:16,,$199.00 ,4,$199.00 ,,$796.00 ,$796.00 
00531000007MUoEAAW,3/16/2018 15:56,,FALSE,00531000007MUoEAAW,4/24/2018 18:05,,,,00k5A00000bWIBgQAO,0065A00000jrwOFQAY,"NSA - Swabs and Chemical Sample Kit (MD) Trace Sampling Swabs, MX908 (100 count)",01u31000012MndZAAS,415-00042,01t31000007WT5yAAG,4/24/2018 18:05,,$199.00 ,4,$199.00 ,,$796.00 ,$796.00 
00531000007MUoEAAW,5/7/2019 18:29,,FALSE,00531000007MUoEAAW,5/7/2019 18:29,,,,00k5A00000o4hmqQAA,0065A00001PtjTlQAJ,"VDEM (Federal Resources) MX0357 Parts (VA) Foam-tipped Applicator Swabs, MX908",01u5A0000125ZV7QAM,820-00907,01t5A000007xznLQAQ,5/7/2019 18:29,10,$39.00 ,4,$39.00 ,,$156.00 ,$140.40 
00531000007MUoEAAW,3/22/2021 14:45,,FALSE,00531000007MUoEAAW,3/22/2021 14:52,,,,00k5A00000v1lhNQAQ,0065A00001dLqk2QAC,"Montgomery County Fire (Federal Resources) MX908 Swabs Quote Trace Sampling Swabs, MX908 (100 count)",01u31000012MndZAAS,415-00042,01t31000007WT5yAAG,3/22/2021 14:52,10,$199.00 ,4,$199.00 ,,$796.00 ,$716.40 
00531000007MUoEAAW,1/31/2020 23:24,,FALSE,00531000007MUoEAAW,1/31/2020 23:24,,,,00k5A00000ouyjlQAA,0065A00001Z1M8bQAF,"MWAA (Federal Resources) MX908 Consumables (DC) Captive Sampling Tubes, MX908 (10 count)",01u5A00000tbHIgQAM,820-00828,01t5A000006vxtTQAQ,1/31/2020 23:24,15,$39.00 ,4,$39.00 ,,$156.00 ,$132.60 
00531000007MUoEAAW,5/18/2018 17:44,,FALSE,00531000007MUoEAAW,5/18/2018 18:14,,,,00k5A00000cZ2KaQAK,0065A00000k1vZRQAY,"MD Procurmnt (Fort Meade - Federal Resources) SOL H98230-18-T1903- MX908 Parts Trace Sampling Swabs, MX908 (100 count)",01u31000012MndZAAS,415-00042,01t31000007WT5yAAG,5/18/2018 18:14,15,$199.00 ,4,$199.00 ,,$796.00 ,$676.60 
00531000007MUoEAAW,5/7/2021 13:39,,FALSE,00531000007MUoEAAW,5/7/2021 13:39,,,,00k6e00000v2Jw5AAE,0066e00001e13TSAAY,"Visiontec - MX908 Swabs (qty 4) Trace Sampling Swabs, MX908 (100 count)",01u31000012MndYAAS,415-00042,01t31000007WT5yAAG,5/7/2021 13:39,20,$199.00 ,4,$199.00 ,,$796.00 ,$636.80 
00531000007MUoEAAW,2/12/2021 21:16,,FALSE,00531000007MUoEAAW,2/12/2021 21:24,,,,00k5A00000sRuqRQAS,0065A00001dDLnFQAW,"Regulus 4M - MX908 WSE Budgetary Quote (MX106, MX107, MX112, MX113) Saudi Arabia WSE1, MX908",01ui000000re0slAAA,900-00501,01ti00000069do8AAA,2/12/2021 21:24,20,"$6,500.00 ",4,"$6,500.00 ",,"$26,000.00 ","$20,800.00 "
00531000007MUoEAAW,8/22/2019 13:41,,FALSE,00531000007MUoEAAW,8/22/2019 13:41,,,,00k5A00000p65TFQAY,0065A00001MA2udQAD,"Czech Republic (RMI) - MX908 Consumables Trace Sampling Swabs, MX908 (100 count)",01u31000012MndYAAS,415-00042,01t31000007WT5yAAG,8/22/2019 13:41,25,$199.00 ,4,$199.00 ,,$796.00 ,$597.00 
00531000007MUoEAAW,9/26/2019 14:56,,FALSE,00531000007MUoEAAW,9/26/2019 14:56,,,,00k5A00000p756dQAA,0065A00001XVhGlQAL,"Warsash Scientific - MX908 Consumables Training Kit, Chemical samples, MX908",01u5A00000tbFzuQAE,415-00044,01t5A000006vvfsQAA,9/26/2019 14:56,25,$199.00 ,4,$199.00 ,,$796.00 ,$597.00 
00531000007MUoEAAW,9/26/2019 14:56,,FALSE,00531000007MUoEAAW,9/26/2019 14:56,,,,00k5A00000p756YQAQ,0065A00001XVhGlQAL,"Warsash Scientific - MX908 Consumables System Check Accessory, MX908",01u5A00000tbFySQAU,810-00201,01t5A000006vvekQAA,9/26/2019 14:56,25,$249.00 ,4,$249.00 ,,$996.00 ,$747.00 
00531000007MUoEAAW,7/10/2020 17:28,,FALSE,00531000007MUoEAAW,7/10/2020 18:03,,,,00k5A00000po4qtQAA,0065A00001bAKlyQAG,"NIOSH - MX908 Accesories (OH) Foam-tipped Applicator Swabs, MX908",01u5A0000125ZV7QAM,820-00907,01t5A000007xznLQAQ,7/10/2020 18:03,,$39.00 ,5,$39.00 ,,$195.00 ,$195.00 
00531000007MUoEAAW,4/16/2020 14:23,,FALSE,00531000007MUoEAAW,4/16/2020 14:23,,,,00k5A00000ova4GQAQ,0065A00001ZjQHEQA3,"US EPA Region 10 (Vanquish) MX908 Swabs (WA) Foam-tipped Applicator Swabs, MX908",01u5A0000125ZV7QAM,820-00907,01t5A000007xznLQAQ,4/16/2020 14:23,,$39.00 ,5,$39.00 ,,$195.00 ,$195.00 
00531000007MUoEAAW,1/2/2020 18:58,,FALSE,00531000007MUoEAAW,1/2/2020 18:58,,,,00k5A00000oufeZQAQ,0065A00001YYu0FQAT,"LA City Fire - MX908 Consumables (CA) Foam-tipped Applicator Swabs, MX908",01u5A0000125ZV7QAM,820-00907,01t5A000007xznLQAQ,1/2/2020 18:58,,$39.00 ,5,$39.00 ,,$195.00 ,$195.00 
00531000007MUoEAAW,2/10/2020 20:45,,FALSE,00531000007MUoEAAW,2/10/2020 20:45,,,,00k5A00000ov4YdQAI,0065A00001Z6u0mQAB,"CBP - MX908 Consumables (DC) Foam-tipped Applicator Swabs, MX908",01u5A0000125ZV7QAM,820-00907,01t5A000007xznLQAQ,2/10/2020 20:45,,$39.00 ,5,$39.00 ,,$195.00 ,$195.00 
00531000007MUoEAAW,2/12/2020 15:14,,FALSE,00531000007MUoEAAW,2/12/2020 15:45,,,,00k5A00000ov61mQAA,0065A00001Z73LpQAJ,"DEA - MX908 Consumables (VA) Foam-tipped Applicator Swabs, MX908",01u5A0000125ZV7QAM,820-00907,01t5A000007xznLQAQ,2/12/2020 15:45,,$39.00 ,5,$39.00 ,,$195.00 ,$195.00 
00531000007MUoEAAW,5/5/2021 20:18,,FALSE,00531000007MUoEAAW,5/5/2021 20:18,,,,00k6e00000v2IGcAAM,0066e00001e0M6LAAU,"Warsash Scientific - MX908 Swabs (qty 5) Trace Sampling Swabs, MX908 (100 count)",01u31000012MndYAAS,415-00042,01t31000007WT5yAAG,5/5/2021 20:18,,$199.00 ,5,$149.00 ,,$745.00 ,$745.00 
00531000007MUoEAAW,7/14/2020 15:22,,FALSE,00531000007MUoEAAW,7/14/2020 15:22,,,,00k5A00000po6llQAA,0065A00001bAWmgQAG,"Sandia Natl Labs - MX908 Swabs (NM) Trace Sampling Swabs, MX908 (100 count)",01u31000012MndZAAS,415-00042,01t31000007WT5yAAG,7/14/2020 15:22,,$199.00 ,5,$199.00 ,,$995.00 ,$995.00 
00531000007MUoEAAW,6/22/2021 16:00,,FALSE,00531000007MUoEAAW,6/22/2021 16:00,,,,00k6e00000v3p1hAAA,0066e00001eaTyWAAU,"DS-C-PSP-WMD- MX908 (sn 495) WSE1, Aero & Swabs (VA) Trace Sampling Swabs, MX908 (100 count)",01u31000012MndZAAS,415-00042,01t31000007WT5yAAG,6/22/2021 16:00,,$199.00 ,5,$199.00 ,,$995.00 ,$995.00 
00531000007MUoEAAW,7/10/2020 17:27,,FALSE,00531000007MUoEAAW,7/10/2020 18:03,,,,00k5A00000po4qoQAA,0065A00001bAKlyQAG,"NIOSH - MX908 Accesories (OH) Trace Sampling Swabs, MX908 (100 count)",01u31000012MndZAAS,415-00042,01t31000007WT5yAAG,7/10/2020 18:03,,$199.00 ,5,$199.00 ,,$995.00 ,$995.00 
00531000007MUoEAAW,5/15/2018 19:24,,FALSE,00531000007MUoEAAW,5/15/2018 19:24,,,,00k5A00000cZ1neQAC,0065A00000k1pbVQAQ,"NIOSH-MX908 (1 year Option) (OH) Trace Sampling Swabs, MX908 (100 count)",01u31000012MndZAAS,415-00042,01t31000007WT5yAAG,5/15/2018 19:24,,$199.00 ,5,$199.00 ,,$995.00 ,$995.00 
00531000007MUoEAAW,5/15/2018 19:41,,FALSE,00531000007MUoEAAW,5/15/2018 19:41,,,,00k5A00000cZ1o3QAC,0065A00000k1pgLQAQ,"STRACK, INC.-MX908 (VA) Trace Sampling Swabs, MX908 (100 count)",01u31000012MndZAAS,415-00042,01t31000007WT5yAAG,5/15/2018 19:41,,$199.00 ,5,$199.00 ,,$995.00 ,$995.00 
00531000007MUoEAAW,4/19/2018 19:27,,FALSE,00531000007MUoEAAW,4/19/2018 19:27,,,,00k5A00000c6RSOQA2,0065A00000iby8rQAA,"778 CES/CEX-MX908 Budgetary Quote (GA) Trace Sampling Swabs, MX908 (100 count)",01u31000012MndZAAS,415-00042,01t31000007WT5yAAG,4/19/2018 19:27,,$199.00 ,5,$199.00 ,,$995.00 ,$995.00 
00531000007MUoEAAW,5/21/2018 21:03,,FALSE,00531000007MUoEAAW,5/21/2018 21:03,,,,00k5A00000cZ2WBQA0,0065A00000k1zdwQAA,"84th CST-MX908 Budgetary Quote (WY) Trace Sampling Swabs, MX908 (100 count)",01u31000012MndZAAS,415-00042,01t31000007WT5yAAG,5/21/2018 21:03,,$199.00 ,5,$199.00 ,,$995.00 ,$995.00 
00531000007MUoEAAW,1/17/2020 16:01,,FALSE,00531000007MUoEAAW,1/17/2020 16:01,,,,00k5A00000ouqCOQAY,0065A00001YkBnjQAF,"DEA Special Ops Div - MX908 Sampling Swabs Quote (VA) Trace Sampling Swabs, MX908 (100 count)",01u31000012MndZAAS,415-00042,01t31000007WT5yAAG,1/17/2020 16:01,,$199.00 ,5,$199.00 ,,$995.00 ,$995.00 
00531000007MUoEAAW,7/8/2019 15:15,,FALSE,00531000007MUoEAAW,7/8/2019 15:15,,,,00k5A00000o5XmuQAE,0065A00001VeSOhQAN,"Fort Worth Fire - MX908 Swabs Quote (TX) Trace Sampling Swabs, MX908 (100 count)",01u31000012MndZAAS,415-00042,01t31000007WT5yAAG,7/8/2019 15:15,,$199.00 ,5,$199.00 ,,$995.00 ,$995.00 
00531000007MUoEAAW,5/7/2018 17:44,,FALSE,00531000007MUoEAAW,5/7/2018 17:44,,,,00k5A00000cZ0N2QAK,0065A00000k1YVDQA2,"Joint Base Anacostia-Bolling (Federal Resources)- MX908 Budgetary Quote Trace Sampling Swabs, MX908 (100 count)",01u31000012MndZAAS,415-00042,01t31000007WT5yAAG,5/7/2018 17:44,,$199.00 ,5,$199.00 ,,$995.00 ,$995.00 
00531000007MUoEAAW,1/2/2020 18:58,,FALSE,00531000007MUoEAAW,1/2/2020 18:58,,,,00k5A00000oufeUQAQ,0065A00001YYu0FQAT,"LA City Fire - MX908 Consumables (CA) Trace Sampling Swabs, MX908 (100 count)",01u31000012MndZAAS,415-00042,01t31000007WT5yAAG,1/2/2020 18:58,,$199.00 ,5,$199.00 ,,$995.00 ,$995.00 
00531000007MUoEAAW,9/18/2019 12:57,,FALSE,00531000007MUoEAAW,9/18/2019 12:57,,,,00k5A00000p6fi6QAA,0065A00001XKUYhQAP,"San Diego Fire - MX908 Swabs Quote Trace Sampling Swabs, MX908 (100 count)",01u31000012MndZAAS,415-00042,01t31000007WT5yAAG,9/18/2019 12:57,,$199.00 ,5,$199.00 ,,$995.00 ,$995.00 
00531000007MUoEAAW,2/10/2020 20:45,,FALSE,00531000007MUoEAAW,2/10/2020 20:45,,,,00k5A00000ov4YYQAY,0065A00001Z6u0mQAB,"CBP - MX908 Consumables (DC) Trace Sampling Swabs, MX908 (100 count)",01u31000012MndZAAS,415-00042,01t31000007WT5yAAG,2/10/2020 20:45,,$199.00 ,5,$199.00 ,,$995.00 ,$995.00 
00531000007MUoEAAW,7/31/2018 15:58,,FALSE,00531000007MUoEAAW,7/31/2018 15:58,,,,00k5A00000cZC26QAG,0065A00000ld0wfQAA,"NNSA STAB Teams Oppty2 (Honeywell) MX908 S1 (5) Quote (NM) Training Kit, Chemical samples, MX908",01u5A00000tbFzvQAE,415-00044,01t5A000006vvfsQAA,7/31/2018 15:58,,$199.00 ,5,$199.00 ,,$995.00 ,$995.00 
00531000007MUoEAAW,4/8/2020 19:13,,FALSE,00531000007MUoEAAW,5/7/2020 18:05,,,,00k5A00000ovYzJQAU,0065A00001Zcb3yQAB,"21ST OD CO (EOD) (WMD) - MX908 WSE1 (5) (NM) WSE1, MX908",01u3100000wybwTAAQ,900-00501,01ti00000069do8AAA,5/7/2020 18:05,,"$6,500.00 ",5,"$6,500.00 ",,"$32,500.00 ","$32,500.00 "
00531000007MUoEAAW,2/19/2021 15:47,,FALSE,00531000007MUoEAAW,2/19/2021 15:47,,,,00k5A00000v1RiQQAU,0065A00001dI3oIQAS,"21ST OD CO (EOD) (WMD) - MX908 WSE1 (5) (NM) 2021 WSE1, MX908",01u3100000wybwTAAQ,900-00501,01ti00000069do8AAA,2/19/2021 15:47,,"$6,500.00 ",5,"$6,500.00 ",,"$32,500.00 ","$32,500.00 "
00531000007MUoEAAW,7/31/2018 15:57,,FALSE,00531000007MUoEAAW,7/31/2018 15:57,,,,00k5A00000cZC21QAG,0065A00000ld0wfQAA,NNSA STAB Teams Oppty2 (Honeywell) MX908 S1 (5) Quote (NM) MX908 S1,01u3100000wyc1QAAQ,MX908-01-1-0-00-00,01t31000007EKQwAAO,7/31/2018 15:57,,"$65,000.00 ",5,"$65,000.00 ",,"$325,000.00 ","$325,000.00 "
00531000007MUoEAAW,5/24/2018 13:10,,FALSE,00531000007MUoEAAW,1/18/2019 20:07,,,,00k5A00000cZ2xuQAC,0065A00000k25lCQAQ,"NAS Regional Fire Department-MX908 S1 Budgetary Quote Trace Sampling Swabs, MX908 (100 count)",01u31000012MndZAAS,415-00042,01t31000007WT5yAAG,1/18/2019 20:07,0,$199.00 ,5,$199.00 ,,$995.00 ,$995.00 
00531000007MUoEAAW,2/11/2021 15:27,,FALSE,00531000007MUoEAAW,2/11/2021 15:36,,,,00k5A00000sRuWyQAK,0065A00001dDEKLQA4,"NC SBI - MX908 WSE1 (qty 5) (867, 880, 892, 1106, 1107) (NC) WSE1, MX908",01u3100000wybwTAAQ,900-00501,01ti00000069do8AAA,2/11/2021 15:36,1,"$6,500.00 ",5,"$6,500.00 ",,"$32,500.00 ","$32,175.00 "
00531000007MUoEAAW,7/9/2020 17:33,,FALSE,00531000007MUoEAAW,7/9/2020 17:33,,,,00k5A00000po4aXQAQ,0065A00001bAHl4QAG,"Dea Phoenix Field Div (Federal Resources) MX908 Accessories (AZ) Foam-tipped Applicator Swabs, MX908",01u5A0000125ZV7QAM,820-00907,01t5A000007xznLQAQ,7/9/2020 17:33,10,$39.00 ,5,$39.00 ,,$195.00 ,$175.50 
00531000007MUoEAAW,7/9/2020 17:32,,FALSE,00531000007MUoEAAW,7/9/2020 17:32,,,,00k5A00000po4aNQAQ,0065A00001bAHl4QAG,"Dea Phoenix Field Div (Federal Resources) MX908 Accessories (AZ) Trace Sampling Swabs, MX908 (100 count)",01u31000012MndZAAS,415-00042,01t31000007WT5yAAG,7/9/2020 17:32,10,$199.00 ,5,$199.00 ,,$995.00 ,$895.50 
00531000007MUoEAAW,7/30/2018 18:08,,FALSE,00531000007MUoEAAW,7/30/2018 18:08,,,,00k5A00000cZBr3QAG,0065A00000lcyilQAA,"DEA-L.A. (Federal Resources) MX908 Consumables (CA) Trace Sampling Swabs, MX908 (100 count)",01u31000012MndZAAS,415-00042,01t31000007WT5yAAG,7/30/2018 18:08,10,$199.00 ,5,$199.00 ,,$995.00 ,$895.50 
