Account Fax,Account ID,Account Name,Account Number,Account Rating,Account Site,Account Type,Application,Billing City,Billing Country,Billing Geocode Accuracy,Billing State/Province,Create in Zendesk,Created By ID,Created Date,Created Updated Flag,Deleted,Domain Mapping,Industry,Industry(2),Is Demo Center,Jigsaw Company ID,Last Activity,Last Modified By ID,Last Modified Date,Last Referenced Date,Last Sync Date,Last Sync Status,Last Viewed Date,Lead Type,Life Science KeyAccount,Master Record ID,NetSuite Billing Country,NetSuite Customer ID,Notes,Owner ID,Ownership,Parent Account ID,Record Type ID,Reference Customer,Region,Shipping City,Shipping Country,Shipping Geocode Accuracy,Shipping State/Province,Shipping Zip/Postal Code,SIC Code,System Modstamp,Ticker Symbol,Zendesk Organization,Zendesk Organization Id,Zendesk OutofSync,Zendesk Result,Annual Revenue,Billing Latitude,Billing Longitude,Employees,Shipping Latitude,Shipping Longitude
,0013100001frK2lAAE,Taciti Company,,Warm,,Prospect,Biotherapeutics,Andover,UNITED STATES,,MA,FALSE,00531000007KAu8AAG,3/14/2016 12:45,FALSE,FALSE,,Energy,,FALSE,,6/23/2021,0055A000008zqzaQAA,5/11/2021 13:08,,,,,Potential Customer,TRUE,,,,,0055A000008zqzaQAA,,0015A000026mHooQAE,0125A000001NaCOQA0,,,,,,,,,6/29/2021 20:27,,,,FALSE,,,,,,,
,0013100001frKBoAAM,Egestas Hendrerit Neque Incorporated,,,,Customer,All Hazards,Phoenix,UNITED STATES,,AZ,FALSE,00531000007KAsvAAG,3/14/2016 13:15,FALSE,FALSE,,Hospitality,,FALSE,,3/18/2021,00531000007MUoEAAW,6/22/2021 13:56,,,,,,FALSE,,,,,0055A000009sa63QAA,,,0125A000001NaCTQA0,,,,,,,,,6/29/2021 20:27,,,,FALSE,,,,,,,
,0013100001frMxsAAE,Egestas Hendrerit Neque Incorporated,,Warm,,,Explosives;Drugs;CWAs;All Hazards,Bismarck,UNITED STATES,,ND,FALSE,00531000007KgPgAAK,3/14/2016 15:53,FALSE,FALSE,,Hospitality,,FALSE,,6/9/2021,00531000007MUoEAAW,9/16/2020 15:23,,,,,,FALSE,,,,,00531000007Es7rAAC,,0015A00001yWmS8QAK,0125A000001NaCTQA0,,,,,,,,,6/29/2021 20:27,,,,FALSE,,,,,,,
,0013100001frUAUAA2,Egestas Hendrerit Neque Incorporated,,,,,,,UNITED STATES,,,FALSE,00531000007KAu8AAG,3/15/2016 11:03,FALSE,FALSE,,Hospitality,,FALSE,,12/11/2018,005i0000000fpvQAAQ,11/7/2018 3:25,,,,,,FALSE,,,,,00531000007KAu8AAG,,,0125A000001NaCOQA0,,,,,,,,,6/29/2021 20:27,,,,FALSE,,,,,,,
,0013100001frUCVAA2,Egestas Hendrerit Neque Incorporated,,Hot,,Customer,Amino Acids & Metobolites;Cell Lysates;Peptide Mapping;Intact Proteins & Antibodies,Boston,UNITED STATES,,MA,FALSE,00531000007KAu8AAG,3/15/2016 11:09,FALSE,FALSE,,Hospitality,,FALSE,,5/19/2021,0055A00000BclF5QAJ,3/16/2021 17:05,,,,,Potential Customer,FALSE,,,,,0055A000008zqzaQAA,,,0125A000001NaCOQA0,,,Boston,,,MA,02118-2646,,6/29/2021 20:27,,,,FALSE,,,,,,,
,0013100001frZqgAAE,Egestas Hendrerit Neque Incorporated,,,,Prospect,Peptide Mapping;Intact Proteins & Antibodies,Columbus,UNITED STATES,,OH,FALSE,00531000007M2hjAAC,3/16/2016 0:03,FALSE,FALSE,,Hospitality,,FALSE,,7/2/2021,0055A00000BclF5QAJ,3/16/2021 17:08,,,,,Potential Customer,FALSE,,,,,0055A00000Bnt5hQAB,,,0125A000001NaCOQA0,,,,,,,,,6/29/2021 20:27,,,,FALSE,,,,,,,
(843) 746-3810,0013100001frnRWAAY,Velit Quisque LLP,,,,,Drugs;All Hazards,Charleston,UNITED STATES,,GA,FALSE,00531000007KAsvAAG,3/17/2016 14:04,FALSE,FALSE,,Telecommunications,,FALSE,,6/8/2021,0055A00000BclF5QAJ,5/24/2021 15:43,,,,,,FALSE,,,,,00531000007KAsvAAG,,,0125A000001NaCTQA0,,,North Charleston,UNITED STATES,,SC,,,6/29/2021 20:27,,,,FALSE,,,,,,,
,0013100001frv0jAAA,Velit Quisque LLP,,Cold,,,All Hazards,Mayport,UNITED STATES,,FL,FALSE,00531000007KgPgAAK,3/18/2016 10:40,FALSE,FALSE,,Telecommunications,,FALSE,,1/3/2020,00531000007MUoEAAW,12/4/2019 15:28,,,,,Potential Customer,FALSE,,,,,00531000007KAsvAAG,,,0125A000001NaCTQA0,,,,,,,,,6/29/2021 20:27,,,,FALSE,,,,,,,
,0013100001frxefAAA,Velit Quisque LLP,,Warm,,Customer,Biotherapeutics,Cambridge,UNITED STATES,,MA,FALSE,00531000007KAu8AAG,3/18/2016 17:47,FALSE,FALSE,,Telecommunications,,FALSE,,6/28/2021,0055A00000BclF5QAJ,3/16/2021 17:05,,,,,Potential Customer,FALSE,,,,,0055A000008zqzaQAA,,0015A000026mHorQAE,0125A000001NaCOQA0,,,,,,,,,6/29/2021 20:27,,,,FALSE,,,,,,,
,0013100001frxpYAAQ,Velit Quisque LLP,,Warm,,Customer,Cell Lysates;Peptide Mapping;Intact Proteins & Antibodies,94400 Vitry-sur-Seine,FRANCE,,,FALSE,00531000007KAu8AAG,3/18/2016 18:10,FALSE,FALSE,,Telecommunications,,FALSE,,4/14/2021,0055A00000BclF5QAJ,4/11/2021 21:04,,,,,Potential Customer,TRUE,,,,,0055A00000BcmS5QAJ,,0013100001k6nMpAAI,0125A000001NaCOQA0,,,,,,,,,6/29/2021 20:27,,,,FALSE,,,,,,,
,0013100001fs0lgAAA,Velit Quisque LLP,,,,,CWAs,,UNITED ARAB EMIRATES,,,FALSE,00531000007KgPgAAK,3/19/2016 1:37,FALSE,FALSE,,Telecommunications,,FALSE,,7/24/2018,0055A00000BclF5QAJ,4/11/2021 21:04,,,,,,FALSE,,,,,00531000008F2qlAAC,,,0125A000001NaCTQA0,,,,,,,,,6/29/2021 20:27,,,,FALSE,,,,,,,
,0013100001fsBp7AAE,Velit Quisque LLP,,Warm,,Customer,Metabolomics,Lexington,UNITED STATES,,MA,FALSE,00531000007KAu8AAG,3/21/2016 13:17,FALSE,FALSE,,Telecommunications,,FALSE,,6/24/2021,0055A00000BclF5QAJ,3/16/2021 17:05,,,,,Potential Customer,FALSE,,,,,0055A000008zqzaQAA,,0015A000026mHorQAE,0125A000001NaCOQA0,,,,,,,,,6/29/2021 20:27,,,,FALSE,,,,,,,
,0013100001fsGopAAE,Velit Quisque LLP,,Warm,,Customer,Amino Acids & Metobolites;Cell Lysates;Peptide Mapping;Intact Proteins & Antibodies;Growth Media;ADCs,San Francisco,UNITED STATES,,CA,FALSE,00531000007KAu8AAG,3/22/2016 0:24,FALSE,FALSE,,Telecommunications,,FALSE,,11/8/2019,0055A00000BclF5QAJ,3/16/2021 17:09,,,,,Potential Customer,FALSE,,,,,0055A00000BNXCfQAP,,0015A000026mHoxQAE,0125A000001NaCOQA0,,,,,,,,,6/29/2021 20:27,,,,FALSE,,,,,,,
,0013100001fsGr5AAE,Velit Quisque LLP,,Warm,,Customer,Cell Lysates,,UNITED STATES,,MD,FALSE,00531000007KAu8AAG,3/22/2016 0:32,FALSE,FALSE,,Telecommunications,,FALSE,,7/29/2016,0055A000009s6n0QAA,4/27/2020 17:48,,,,,,FALSE,,,,,0055A00000Bb2djQAB,,,0125A000001NaCOQA0,,,,,,,,,6/29/2021 20:27,,,,FALSE,,,,,,,
,0013100001fsOeFAAU,Velit Quisque LLP,,Warm,,Customer,Peptide Mapping;Intact Proteins & Antibodies,Palo Alto,UNITED STATES,,CA,FALSE,00531000007M2hjAAC,3/22/2016 18:58,FALSE,FALSE,,Telecommunications,,FALSE,,5/3/2021,0055A00000BclF5QAJ,3/16/2021 17:10,,,,,Potential Customer,TRUE,,,,,0055A00000Bd0KeQAJ,,0015A000026mHolQAE,0125A000001NaCOQA0,,,,,,,,,6/29/2021 20:27,,,,FALSE,,,,,,,
,0013100001fsZG4AAM,Velit Quisque LLP,,,,,,Addison,UNITED STATES,,TX,FALSE,00531000007MUoEAAW,3/23/2016 16:36,FALSE,FALSE,,Telecommunications,,FALSE,,,005i0000000fpvQAAQ,5/4/2018 18:07,,,,,,FALSE,,,,,00531000007MUoEAAW,,,0125A000001NaCJQA0,,,,,,,,,6/29/2021 20:27,,,,FALSE,,,,,,,
,0013100001fscRSAAY,Velit Quisque LLP,,,,Customer,All Hazards,Castle Rock,UNITED STATES,,CO,FALSE,00531000007KgPgAAK,3/24/2016 1:28,FALSE,FALSE,,Telecommunications,,FALSE,,6/8/2021,00531000007MUoEAAW,10/1/2019 13:42,,,,,,FALSE,,,,,00531000007KgPgAAK,,,0125A000001NaCTQA0,,,,,,,,,6/29/2021 20:27,,,,FALSE,,,,,7,,
,0013100001fscbNAAQ,Dignissim Lacus Company,,,,,All Hazards,Bismarck,UNITED STATES,,ND,FALSE,00531000007KgPgAAK,3/24/2016 2:09,FALSE,FALSE,,Chemicals,,FALSE,,4/8/2021,00531000007MUoEAAW,2/6/2019 16:13,,,,,,FALSE,,,,,0055A000009sa63QAA,,,0125A000001NaCTQA0,,,,,,,,,6/29/2021 20:27,,,,FALSE,,,,,,,
,0013100001fscftAAA,Dignissim Lacus Company,,,,,Drugs;All Hazards,Minot AFB,UNITED STATES,,ND,FALSE,00531000007KgPgAAK,3/24/2016 2:30,FALSE,FALSE,,Chemicals,,FALSE,,3/24/2021,00531000007MUoEAAW,1/9/2019 21:33,,,,,,FALSE,,,,,00531000007Es7rAAC,,,0125A000001NaCTQA0,,,,,,,,,6/29/2021 20:27,,,,FALSE,,,,,,,
,0013100001fshcEAAQ,Dignissim Lacus Company,,,,,Drugs;All Hazards,Los Angeles,UNITED STATES,,CA,FALSE,00531000007KAsvAAG,3/24/2016 16:36,FALSE,FALSE,,Chemicals,,FALSE,,4/20/2021,00531000007MUoEAAW,2/6/2019 16:13,,,,,,FALSE,,,,,0055A000009sa63QAA,,,0125A000001NaCTQA0,,,,,,,,,6/29/2021 20:27,,,,FALSE,,,,,,,
,0013100001fshyPAAQ,Dignissim Lacus Company,,Cold,,Customer,Explosives,Riverside,UNITED STATES,,CA,FALSE,00531000007KAsvAAG,3/24/2016 17:27,FALSE,FALSE,,Chemicals,,FALSE,,6/8/2021,0055A00000BclF5QAJ,4/11/2021 19:51,,,,,,FALSE,,,,,0055A000009sa63QAA,,,0125A000001NaCTQA0,,,Riverside,UNITED STATES,,CA,,,6/29/2021 20:27,,,3.60035E+11,FALSE,,,,,,,
,0013100001fsoMaAAI,Dignissim Lacus Company,,Warm,,Partner,Other,Waltham,UNITED STATES,,MA,FALSE,00531000007M2hjAAC,3/25/2016 13:13,FALSE,FALSE,,Chemicals,,TRUE,,12/11/2018,0055A00000BclF5QAJ,4/6/2021 17:02,,,,,Potential Customer,TRUE,,,,,0055A000008zqzaQAA,,,0125A000001NaCOQA0,,,,,,,,,6/29/2021 20:27,,,,FALSE,,,,,,,
,0013100001fsoNJAAY,Augue Porttitor Inc.,,Warm,,,Biotherapeutics,San Jose,UNITED STATES,,CA,FALSE,00531000007M2hjAAC,3/25/2016 13:15,FALSE,FALSE,,Communications,,TRUE,,7/29/2019,0055A00000BclF5QAJ,4/6/2021 17:02,,,,,Influencer,TRUE,,,,,0055A00000Bd0KeQAJ,,0013100001fsoMaAAI,0125A000001NaCOQA0,,,,,,,,,6/29/2021 20:27,,,,FALSE,,,,,,,
,0013100001ft4Y6AAI,Augue Porttitor Inc.,,,,,Drugs;All Hazards,Baltimore,UNITED STATES,,MD,FALSE,00531000007KAsvAAG,3/28/2016 17:18,FALSE,FALSE,,Communications,,FALSE,,4/8/2021,00531000007MUoEAAW,3/5/2021 22:04,,,,,,FALSE,,,,,00531000007KAsvAAG,,,0125A000001NaCTQA0,,,,,,,,,6/29/2021 20:27,,,,FALSE,,,,,,,
,0013100001ft4h3AAA,Augue Porttitor Inc.,,,,Customer,All Hazards,Yonkers,UNITED STATES,,NY,FALSE,00531000007KAsvAAG,3/28/2016 17:34,FALSE,FALSE,,Communications,,FALSE,,6/8/2021,00531000007MUoEAAW,11/25/2020 15:31,,,,,,FALSE,,,,,00531000007KAsvAAG,,,0125A000001NaCTQA0,,,Yonkers,UNITED STATES,,NY,,,6/29/2021 20:27,,,,FALSE,,,,,,,
,0013100001ft4tyAAA,Augue Porttitor Inc.,,Cold,,,All Hazards,Valhalla,UNITED STATES,,NY,FALSE,00531000007KAsvAAG,3/28/2016 17:53,FALSE,FALSE,,Communications,,FALSE,,2/21/2020,00531000007MUoEAAW,1/9/2019 20:19,,,,,Potential Customer,FALSE,,,,,00531000007KAsvAAG,,,0125A000001NaCTQA0,,,,,,,,,6/29/2021 20:27,,,,FALSE,,,,,,,
,0013100001ftCmJAAU,Augue Porttitor Inc.,,,,,All Hazards,Arvada,UNITED STATES,,CO,FALSE,00531000007KAsvAAG,3/29/2016 16:44,FALSE,FALSE,,Communications,,FALSE,,4/12/2019,00531000007MUoEAAW,2/6/2019 16:13,,,,,,FALSE,,,,,0055A000009sa63QAA,,,0125A000001NaCTQA0,,,,,,,,,6/29/2021 20:27,,,,FALSE,,,,,,,
,0013100001ftJMpAAM,Augue Porttitor Inc.,,,,Customer,Proteomics,WPAFB,UNITED STATES,,OH,FALSE,00531000007KAu8AAG,3/30/2016 11:28,FALSE,FALSE,,Communications,,FALSE,,1/13/2020,0055A000009s6n0QAA,4/27/2020 17:48,,,,,,FALSE,,,,,0055A00000Bb2djQAB,,,0125A000001NaCOQA0,,,,,,,,,6/29/2021 20:27,,,,FALSE,,,,,,,
,0013100001gW6fvAAC,Augue Porttitor Inc.,,Warm,,Customer,Amino Acids & Metobolites;Cell Lysates;Peptide Mapping;Intact Proteins & Antibodies;Growth Media;ADCs;Other,New Haven,UNITED STATES,,CT,FALSE,00531000007KAu8AAG,4/15/2016 10:46,FALSE,FALSE,,Communications,,FALSE,,8/15/2019,0055A00000BclF5QAJ,3/16/2021 17:05,,,,,Potential Customer,FALSE,,,,,0055A000008zqzaQAA,,,0125A000001NaCOQA0,,,,,,,,,6/29/2021 20:27,,,,FALSE,,,,,,,
(561) 514-1021,0013100001gWWASAA4,Augue Porttitor Inc.,,,,Reseller,All Hazards,Spokane,UNITED STATES,,WA,FALSE,005i0000000fNkyAAE,4/15/2016 17:35,FALSE,FALSE,,Communications,,FALSE,,2/3/2021,005i0000000fpvQAAQ,5/4/2018 18:07,,,,,,FALSE,,,,,005i0000000fNkyAAE,,,0125A000001NaCTQA0,,,,,,,,,6/29/2021 20:27,,,,FALSE,,,,,,,
,0013100001gWmHJAA0,Iaculis Quis Pede Industries,,,,,CWAs,,,,,FALSE,00531000007KgPgAAK,4/18/2016 12:22,FALSE,FALSE,,Communications,,FALSE,,7/24/2018,00531000007MUoEAAW,1/11/2019 18:21,,,,,,FALSE,,,,,00531000008F2qlAAC,,,0125A000001NaCTQA0,,,,,,,,,6/29/2021 20:27,,,,FALSE,,,,,,,
,0013100001gWqEiAAK,Iaculis Quis Pede Industries,,,,Customer,Amino Acids & Metobolites;Cell Lysates;Peptide Mapping;Intact Proteins & Antibodies;Growth Media;ADCs;Other,Bethesda,UNITED STATES,,MD,FALSE,00531000007KAu8AAG,4/18/2016 17:47,FALSE,FALSE,,Communications,,FALSE,,10/29/2019,0055A00000BclF5QAJ,3/16/2021 17:08,,,,,,FALSE,,,,,0055A00000Bnt5hQAB,,0015A000026mHonQAE,0125A000001NaCOQA0,,,,,,,,,6/29/2021 20:27,,,,FALSE,,,,,,,
,0013100001gWxm7AAC,Iaculis Quis Pede Industries,,Warm,,Customer,Amino Acids & Metobolites;Cell Lysates;Peptide Mapping;Intact Proteins & Antibodies;Growth Media;ADCs;Other,Durham,UNITED STATES,,NC,FALSE,00531000007KAu8AAG,4/19/2016 12:20,FALSE,FALSE,,Communications,,FALSE,,5/24/2021,0055A00000BclF5QAJ,3/16/2021 17:08,,,,,Potential Customer,FALSE,,,,,0055A00000Bnt5hQAB,,,0125A000001NaCOQA0,,,,,,,,,6/29/2021 20:27,,,,FALSE,,,,,,,
,0013100001gWxtDAAS,Iaculis Quis Pede Industries,,Warm,,Customer,Metabolomics,Raleigh,UNITED STATES,,NC,FALSE,00531000007KAu8AAG,4/19/2016 12:37,FALSE,FALSE,,Communications,,FALSE,,6/18/2021,0055A000008iLoOQAU,5/4/2021 14:21,,,,,Potential Customer,FALSE,,,,,0055A00000Bnt5hQAB,,,0125A000001NaCOQA0,,,,,,,,,6/29/2021 20:27,,,,FALSE,,,,,,,
,0013100001gX3xZAAS,Iaculis Quis Pede Industries,,Warm,,Prospect,BTEX;Oxygenates;Sulphur Speciation;Other,Ashland,United States,,KY,FALSE,00531000007MUoEAAW,4/19/2016 21:18,FALSE,FALSE,,Communications,,FALSE,,,005i0000000fpvQAAQ,5/4/2018 18:07,,,,,Potential Customer,FALSE,,,,,00531000007MUoEAAW,,0013100001gX3y3AAC,0125A000001NaCJQA0,,,,,,,,,6/29/2021 20:27,,,,FALSE,,,,,250,,
,0013100001gX3y3AAC,Iaculis Quis Pede Industries,,,,Prospect,BTEX;Oxygenates;Sulphur Speciation;Other,,,,,FALSE,00531000007MUoEAAW,4/19/2016 21:20,FALSE,FALSE,,Communications,,FALSE,,,005i0000000fpvQAAQ,5/4/2018 18:07,,,,,,FALSE,,,,,00531000007MUoEAAW,,,0125A000001NaCJQA0,,,,,,,,,6/29/2021 20:27,,,,FALSE,,,,,250,,
(52) 449-897-6456,0013100001gX4A9AAK,Et Netus Corporation,,,,Reseller,Drugs,Aguascalientes,MEXICO,,,FALSE,005i0000000fNkyAAE,4/19/2016 21:40,FALSE,FALSE,,Communications,,FALSE,,7/24/2018,0055A00000BclF5QAJ,4/11/2021 21:04,,,,,,FALSE,,,,,00531000008F2qlAAC,,,0125A000001NaCTQA0,,,,,,,,,6/29/2021 20:27,,,,FALSE,,,,,,,
,0013100001gX5KSAA0,Et Netus Corporation,,Warm,,Customer,Peptide Mapping;Intact Proteins & Antibodies,Cambridge,UNITED STATES,,MA,FALSE,00531000007KAu8AAG,4/20/2016 0:25,FALSE,FALSE,,Communications,,FALSE,,4/22/2019,0055A00000BclF5QAJ,3/16/2021 17:05,,,,,,FALSE,,,,,0055A000008zqzaQAA,,,0125A000001NaCOQA0,,,,,,,,,6/29/2021 20:27,,,,FALSE,,,,,,,
,0013100001gX5LzAAK,Velit Quisque LLP,,Warm,,Customer,Amino Acids & Metobolites;Cell Lysates;Peptide Mapping;Intact Proteins & Antibodies,Framingham,UNITED STATES,,MA,FALSE,00531000007KAu8AAG,4/20/2016 0:30,FALSE,FALSE,,Telecommunications,,FALSE,,6/21/2021,0055A000008zqzaQAA,6/3/2021 12:21,,,,,Potential Customer,TRUE,,,,,0055A000008zqzaQAA,,0013100001k6nMpAAI,0125A000001NaCOQA0,,,,,,,,,6/29/2021 20:27,,,,FALSE,,,,,,,
,0013100001gX5PDAA0,Vel Mauris Integer LLC,,Warm,,Customer,Peptide Mapping;Intact Proteins & Antibodies,Danvers,UNITED STATES,,MA,FALSE,00531000007KAu8AAG,4/20/2016 0:39,FALSE,FALSE,,Telecommunications,,FALSE,,4/19/2019,0055A00000BclF5QAJ,3/16/2021 17:05,,,,,,FALSE,,,,,0055A000008zqzaQAA,,,0125A000001NaCOQA0,,,,,,,,,6/29/2021 20:27,,,,FALSE,,,,,,,
,0013100001gX9DpAAK,Vel Mauris Integer LLC,,Cold,,,Explosives;Drugs;CWAs,Washington,UNITED STATES,,DC,FALSE,00531000007KgPgAAK,4/20/2016 11:38,FALSE,FALSE,,Telecommunications,,FALSE,,5/27/2021,00531000007MUoEAAW,1/9/2019 21:33,,,,,Potential Customer,FALSE,,,,,00531000007KgPgAAK,,,0125A000001NaCTQA0,,,,,,,,,6/29/2021 20:27,,,,FALSE,,,,,,,
,0013100001gXqdHAAS,Vel Mauris Integer LLC,,Hot,,Customer,Cell Lysates,Boston,UNITED STATES,,MA,FALSE,00531000007KAu8AAG,4/21/2016 23:51,FALSE,FALSE,,Telecommunications,,FALSE,,5/20/2021,0055A00000BclF5QAJ,3/16/2021 17:05,,,,,Potential Customer,FALSE,,,,,0055A000008zqzaQAA,,,0125A000001NaCOQA0,,,Boston,United States,,MA,2215,,6/29/2021 20:27,,,,FALSE,,,,,,,
,0013100001gXzhqAAC,Nam Ac LLP,,,,Prospect,BTEX;Oxygenates;Sulphur Speciation;Natural Gas;Other,,United Kingdom,,,FALSE,00531000007MUoEAAW,4/22/2016 19:28,FALSE,FALSE,,Transportation,,FALSE,,,005i0000000fpvQAAQ,5/4/2018 18:07,,,,,,FALSE,,,,,00531000007MUoEAAW,,,0125A000001NaCJQA0,,,,,,,,,6/29/2021 20:27,,,,FALSE,,,,,,,
,0013100001gXzj8AAC,Nam Ac LLP,,,,,BTEX;Oxygenates;Sulphur Speciation;Natural Gas;Other,Aberdeen,United Kingdom,,Scotland,FALSE,00531000007MUoEAAW,4/22/2016 19:30,FALSE,FALSE,,Transportation,,FALSE,,7/24/2018,005i0000000fpvQAAQ,5/4/2018 18:07,,,,,,FALSE,,,,,00531000007MUoEAAW,,0013100001gXzhqAAC,0125A000001NaCJQA0,,,,,,,,,6/29/2021 20:27,,,,FALSE,,,,,,,
,0013100001gY05nAAC,Nam Ac LLP,,,,Prospect,BTEX;Sulphur Speciation;Natural Gas,Perry,United States,,OH,FALSE,00531000007MUoEAAW,4/22/2016 19:58,FALSE,FALSE,,Transportation,,FALSE,,,005i0000000fpvQAAQ,5/4/2018 18:07,,,,,,FALSE,,,,,00531000007MUoEAAW,,,0125A000001NaCJQA0,,,,,,,,,6/29/2021 20:27,,,,FALSE,,,,,,,
,0013100001gY06vAAC,Nam Ac LLP,,,,Prospect,BTEX;Sulphur Speciation;Natural Gas,Perry,United States,,OH,FALSE,00531000007MUoEAAW,4/22/2016 20:00,FALSE,FALSE,,Transportation,,FALSE,,4/22/2016,005i0000000fpvQAAQ,5/4/2018 18:07,,,,,,FALSE,,,,,00531000007MUoEAAW,,0013100001gY05nAAC,0125A000001NaCJQA0,,,,,,,,,6/29/2021 20:27,,,,FALSE,,,,,50,,
,0013100001gY0KiAAK,Nam Ac LLP,,,,Prospect,BTEX;Oxygenates;Sulphur Speciation;Natural Gas;Other,,United States,,,FALSE,00531000007MUoEAAW,4/22/2016 20:19,FALSE,FALSE,,Transportation,,FALSE,,,005i0000000fpvQAAQ,5/4/2018 18:07,,,,,,FALSE,,,,,00531000007MUoEAAW,,,0125A000001NaCJQA0,,,,,,,,,6/29/2021 20:27,,,,FALSE,,,,,500,,
,0013100001gY0MFAA0,Nam Ac LLP,,,,Prospect,BTEX;Oxygenates;Sulphur Speciation;Natural Gas;Other,Bloomington,United States,,NM,FALSE,00531000007MUoEAAW,4/22/2016 20:21,FALSE,FALSE,,Transportation,,FALSE,,4/22/2016,005i0000000fpvQAAQ,5/4/2018 18:07,,,,,,FALSE,,,,,00531000007MUoEAAW,,0013100001gY0KiAAK,0125A000001NaCJQA0,,,,,,,,,6/29/2021 20:27,,,,FALSE,,,,,500,,
,0013100001gYA7VAAW,Et Netus Corporation,,Warm,,Customer,Proteomics and Peptide Mapping,Atlanta,UNITED STATES,,GA,FALSE,00531000007KAu8AAG,4/24/2016 18:07,FALSE,FALSE,,Communications,,FALSE,,6/1/2021,0055A00000BclF5QAJ,3/16/2021 17:04,,,,,Potential Customer,FALSE,,,,,0055A000008zqzaQAA,,0015A000026mHoWQAU,0125A000001NaCOQA0,,,Atlanta,,,GA,30341,,6/29/2021 20:27,,,,FALSE,,,,,,,
,0013100001gYGSGAA4,Et Netus Corporation,,Cold,,Customer,Drugs;All Hazards,Dover,UNITED STATES,,DE,FALSE,00531000007KAsvAAG,4/25/2016 14:20,FALSE,FALSE,,Communications,,FALSE,,6/29/2021,0055A00000BclF5QAJ,4/16/2021 14:17,,,,,,FALSE,,,,,00531000007KAsvAAG,,,0125A000001NaCTQA0,,,Dover,UNITED STATES,,DE,,,6/29/2021 20:27,,,,FALSE,,,,,,,
,0013100001gYGsJAAW,Et Netus Corporation,,,,Customer,All Hazards,Conroe,UNITED STATES,,TX,FALSE,00531000007KAsvAAG,4/25/2016 15:07,FALSE,FALSE,,Communications,,FALSE,,6/25/2021,00531000007MUoEAAW,11/25/2020 15:31,,,,,,FALSE,,,,,0055A000009sa63QAA,,,0125A000001NaCTQA0,,,Conroe,UNITED STATES,,TX,,,6/29/2021 20:27,,,,FALSE,,,,,,,
,0013100001gYHgUAAW,Et Netus Corporation,,,,,All Hazards,Santa Clara,UNITED STATES,,CA,FALSE,00531000007KAsvAAG,4/25/2016 16:31,FALSE,FALSE,,Communications,,FALSE,,10/2/2020,00531000007MUoEAAW,11/25/2020 15:31,,,,,,FALSE,,,,,0055A000009sa63QAA,,,0125A000001NaCTQA0,,,Santa Clara,UNITED STATES,,CA,,,6/29/2021 20:27,,,,FALSE,,,,,,,
,0013100001gYHjnAAG,Et Netus Corporation,,Cold,,,Drugs;All Hazards,Lansing,UNITED STATES,,MI,FALSE,00531000007KAsvAAG,4/25/2016 16:38,FALSE,FALSE,,Communications,,FALSE,,4/26/2021,00531000007MUoEAAW,4/27/2021 14:17,,,,,Potential Customer,FALSE,,,,,00531000007KAsvAAG,,,0125A000001NaCTQA0,,,,,,,,,6/29/2021 20:27,,,,FALSE,,,,,,,
,0013100001gYI3JAAW,Et Netus Corporation,,Cold,,Customer,Drugs;All Hazards,Washington,UNITED STATES,,DC,FALSE,00531000007KAsvAAG,4/25/2016 17:10,FALSE,FALSE,,Communications,,FALSE,,6/24/2021,00531000007KAsvAAG,3/5/2021 16:22,,,,,,FALSE,,,,,00531000007KAsvAAG,,,0125A000001NaCTQA0,,,Washington,UNITED STATES,,DC,,,6/29/2021 20:27,,,,FALSE,,,,,,,
,0013100001gYIRGAA4,Et Netus Corporation,,Cold,,Customer,All Hazards,Seattle,UNITED STATES,,WA,FALSE,00531000007KAsvAAG,4/25/2016 17:47,FALSE,FALSE,,Communications,,FALSE,,6/8/2021,00531000007MUoEAAW,11/25/2020 15:31,,,,,,FALSE,,,,,0055A000009sa63QAA,,,0125A000001NaCTQA0,,,Seattle,UNITED STATES,,WA,,,6/29/2021 20:27,,,,FALSE,,,,,,,
,0013100001gYObWAAW,Et Netus Corporation,,Warm,,Customer,Peptide Mapping;Intact Proteins & Antibodies,Somerville,UNITED STATES,,NJ,FALSE,00531000007KAu8AAG,4/25/2016 21:08,FALSE,FALSE,,Communications,,FALSE,,11/10/2020,0055A00000BclF5QAJ,3/16/2021 17:08,,,,,Potential Customer,FALSE,,,,,0055A00000Bnt5hQAB,,0015A000026mHoZQAU,0125A000001NaCOQA0,,,,,,,,,6/29/2021 20:27,,,,FALSE,,,,,,,
--,0013100001gYPr1AAG,Ut Incorporated,,Warm,,Customer,Intact Proteins & Antibodies,Summit,United States,,NJ,FALSE,00531000007KAu8AAG,4/26/2016 0:30,FALSE,FALSE,,Communications,,FALSE,,6/28/2021,0055A00000BclF5QAJ,3/16/2021 17:08,,,,,Potential Customer,TRUE,,,,,0055A00000Bnt5hQAB,,0013100001fr77jAAA,0125A000001NaCOQA0,,,Summit,United States,,NJ,7901,,6/29/2021 20:27,,,,FALSE,,,,,,,
,0013100001gYkwAAAS,Ut Incorporated,,,,,Explosives;Drugs,Tampa,UNITED STATES,,FL,FALSE,00531000007KAsvAAG,4/27/2016 16:54,FALSE,FALSE,,Communications,,FALSE,,4/23/2021,00531000007MUoEAAW,1/9/2019 19:30,,,,,,FALSE,,,,,00531000007KAsvAAG,,,0125A000001NaCTQA0,,,,,,,,,6/29/2021 20:27,,,,FALSE,,,,,,,
